Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
80565776,00000125,false,Rx,1,8,19,10,1C,10,1A,10,70,5E,
80565779,00000084,false,Rx,1,8,C7,10,00,50,00,00,A0,8C,
80567776,00000135,false,Rx,1,8,18,10,10,10,16,10,70,D5,
80568776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F5,00,00,
80569776,00000145,false,Rx,1,8,1A,10,1B,10,16,10,70,FC,
80571776,00000155,false,Rx,1,8,19,10,18,10,09,10,70,25,
80573777,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80575776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,70,FD,
80577776,00000126,false,Rx,1,8,11,10,16,10,12,10,70,8C,
80578776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,ED,00,00,
80578777,00000085,false,Rx,1,8,C7,10,00,50,00,00,A0,E9,
80579776,00000136,false,Rx,1,8,10,10,12,10,0A,10,70,6E,
80579779,00000437,false,Rx,2,8,01,00,00,00,6C,02,08,10,
80581776,00000175,false,Rx,1,8,31,31,31,31,3C,00,70,D4,
80583776,00000146,false,Rx,1,8,15,10,16,10,16,10,70,A7,
80585776,00000156,false,Rx,1,8,0E,10,14,10,14,10,70,E2,
80587777,00000166,false,Rx,1,8,F8,C0,00,00,00,00,70,8A,
80588776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,F1,00,00,
80589776,00000100,false,Rx,1,8,00,00,00,00,00,00,20,D8,
80591776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80591778,00000086,false,Rx,1,8,C7,10,00,50,00,00,A0,46,
80593777,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,70,69,
80593785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,00,8B,
80593793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,00,6D,
80593794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,00,A7,
80593795,0000041D,false,Rx,2,8,45,25,10,27,00,02,00,6B,
80593796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,00,A6,
80595776,00000137,false,Rx,1,8,F5,0F,F5,0F,F4,0F,70,53,
80597776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,70,69,
80598776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,DA,00,00,
80599776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,70,7A,
80601776,00000167,false,Rx,1,8,63,BF,00,00,00,00,70,6B,
80603776,00000176,false,Rx,1,8,32,32,32,32,3D,00,70,DD,
80604777,00000087,false,Rx,1,8,C7,10,00,50,00,00,A0,23,
80605776,00000107,false,Rx,1,8,00,00,00,00,00,00,20,FE,
80607776,00000106,false,Rx,1,8,00,00,00,00,00,00,20,9B,
80608776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,F8,00,00,
80609776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80611776,00000105,false,Rx,1,8,00,00,00,00,00,00,20,34,
80613776,000003D2,false,Rx,0,6,04,07,00,00,00,6A,00,00,
80613777,00000102,false,Rx,1,8,00,00,00,00,00,00,20,12,
80615776,00000103,false,Rx,1,8,00,00,00,00,00,00,20,77,
80617776,00000177,false,Rx,1,8,31,31,31,31,40,00,70,5C,
80617779,00000080,false,Rx,1,8,C7,10,00,50,00,00,B0,C8,
80618776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F4,00,00,
80619776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,20,B6,
80621776,00000140,false,Rx,1,8,17,10,17,10,18,10,20,E3,
80623777,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80625776,00000170,false,Rx,1,8,32,32,32,32,42,00,20,8E,
80627777,00000121,false,Rx,1,8,1A,10,1A,10,16,10,80,24,
80628776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,E8,00,00,
80629776,00000151,false,Rx,1,8,17,10,19,10,13,10,80,AF,
80630777,00000081,false,Rx,1,8,C7,10,00,50,00,00,B0,AD,
80631776,00000171,false,Rx,1,8,32,32,32,32,3F,00,80,87,
80633777,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80635776,00000122,false,Rx,1,8,0F,10,14,10,0F,10,80,8B,
80637776,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,80,5A,
80638776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,EF,00,00,
80639777,00000142,false,Rx,1,8,10,10,0F,10,0E,10,80,82,
80641776,00000152,false,Rx,1,8,0C,10,10,10,14,10,80,1B,
80643776,00000100,false,Rx,1,8,00,00,00,00,00,00,30,15,
80643780,00000082,false,Rx,1,8,C7,10,00,50,00,00,B0,02,
80645776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,80,9C,
80647776,00000172,false,Rx,1,8,31,32,31,32,3D,00,80,72,
80648776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,DE,00,00,
80649776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80651776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,80,13,
80653776,00000153,false,Rx,1,8,1A,10,16,10,13,10,80,FF,
80655776,00000173,false,Rx,1,8,32,32,32,32,40,00,80,83,
80656776,00000083,false,Rx,1,8,C7,10,00,50,00,00,B0,67,
80657776,00000106,false,Rx,1,8,00,00,00,00,00,00,30,56,
80658776,000003C3,false,Rx,0,6,00,0B,00,00,00,01,00,00,
80659776,00000107,false,Rx,1,8,00,00,00,00,00,00,30,33,
80661776,00000105,false,Rx,1,8,00,00,00,00,00,00,30,F9,
80663776,00000102,false,Rx,1,8,00,00,00,00,00,00,30,DF,
80665776,00000103,false,Rx,1,8,00,00,00,00,00,00,30,BA,
80667776,00000101,false,Rx,1,8,00,00,00,00,00,00,30,70,
80668776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,F0,00,00,
80669776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80669778,00000084,false,Rx,1,8,C7,10,00,50,00,00,B0,41,
80671776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,80,F5,
80673777,00000135,false,Rx,1,8,18,10,10,10,16,10,80,AA,
80675776,00000145,false,Rx,1,8,1A,10,1A,10,16,10,80,E9,
80677776,00000155,false,Rx,1,8,19,10,18,10,09,10,80,5A,
80678776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,FF,00,00,
80679776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,80,82,
80679778,000003D8,false,Rx,2,3,91,02,00,00,00,00,00,00,
80681776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80681777,00000437,false,Rx,2,8,01,00,00,00,6C,02,09,97,
80682777,00000085,false,Rx,1,8,C7,10,00,50,00,00,B0,24,
80683776,00000126,false,Rx,1,8,0F,10,17,10,10,10,80,22,
80685776,00000175,false,Rx,1,8,31,31,31,31,3C,00,80,AB,
80687776,00000136,false,Rx,1,8,10,10,12,10,0C,10,80,14,
80688776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F5,00,00,
80689776,00000146,false,Rx,1,8,15,10,17,10,16,10,80,B2,
80691776,00000156,false,Rx,1,8,0E,10,14,10,14,10,80,9D,
80693777,00000166,false,Rx,1,8,E5,C0,00,00,00,00,80,AA,
80693785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,01,0C,
80693792,0000041B,false,Rx,2,8,31,32,00,05,2F,75,01,EA,
80693794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,01,20,
80693795,0000041D,false,Rx,2,8,45,25,10,27,00,02,01,EC,
80693796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,01,21,
80695776,00000100,false,Rx,1,8,00,00,00,00,00,00,40,4C,
80695779,00000086,false,Rx,1,8,C7,10,00,50,00,00,B0,8B,
80697776,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
80698776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,E0,00,00,
80699776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80701776,000001D6,false,Rx,1,8,22,22,22,22,22,22,29,92,
80703776,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
80705776,000001D2,false,Rx,1,8,22,22,22,22,22,22,29,92,
80707776,00000176,false,Rx,1,8,32,32,32,32,3D,00,80,A2,
80708776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,EF,00,00,
80708778,00000087,false,Rx,1,8,C7,10,00,50,00,00,B0,EE,
80709776,00000107,false,Rx,1,8,00,00,00,00,00,00,40,6A,
80711776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
80713776,000003D2,false,Rx,0,6,04,08,00,00,00,6A,00,00,
80713777,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80715776,00000167,false,Rx,1,8,77,BF,00,00,00,00,80,C4,
80717776,00000177,false,Rx,1,8,31,32,31,31,40,00,80,E9,
80718776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,ED,00,00,
80719776,00000105,false,Rx,1,8,00,00,00,00,00,00,40,A0,
80721776,00000080,false,Rx,1,8,C7,10,00,50,00,00,C0,91,
80721778,00000102,false,Rx,1,8,00,00,00,00,00,00,40,86,
80723776,00000103,false,Rx,1,8,00,00,00,00,00,00,40,E3,
80725776,00000150,false,Rx,1,8,08,10,1E,10,19,10,30,47,
80727777,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80728776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F1,00,00,
80729776,00000141,false,Rx,1,8,16,10,19,10,15,10,90,24,
80731776,00000161,false,Rx,1,8,32,C1,00,00,00,00,90,4F,
80733777,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
80734777,00000081,false,Rx,1,8,C7,10,00,50,00,00,C0,F4,
80735776,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
80737776,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
80738776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,FB,00,00,
80739776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80741776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
80743776,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
80745777,00000122,false,Rx,1,8,0F,10,12,10,0F,10,90,27,
80747776,00000082,false,Rx,1,8,C7,10,00,50,00,00,C0,5B,
80747778,00000142,false,Rx,1,8,10,10,0F,10,0F,10,90,C0,
80748776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,ED,00,00,
80749776,00000152,false,Rx,1,8,0C,10,10,10,14,10,90,D6,
80751776,00000172,false,Rx,1,8,31,32,31,32,3E,00,90,33,
80753776,00000100,false,Rx,1,8,00,00,00,00,00,00,50,81,
80755776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,90,DE,
80757776,00000153,false,Rx,1,8,1A,10,16,10,13,10,90,32,
80758776,000003C3,false,Rx,0,6,00,05,00,00,00,00,00,00,
80759776,00000173,false,Rx,1,8,32,32,32,32,40,00,90,4E,
80760777,00000083,false,Rx,1,8,C7,10,00,50,00,00,C0,3E,
80761777,00000106,false,Rx,1,8,00,00,00,00,00,00,50,C2,
80763777,00000107,false,Rx,1,8,00,00,00,00,00,00,50,A7,
80765776,00000105,false,Rx,1,8,00,00,00,00,00,00,50,6D,
80767776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
80768776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,FB,00,00,
80769776,00000102,false,Rx,1,8,00,00,00,00,00,00,50,4B,
80771776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80773777,00000103,false,Rx,1,8,00,00,00,00,00,00,50,2E,
80773780,00000084,false,Rx,1,8,C7,10,00,50,00,00,C0,18,
80775776,00000101,false,Rx,1,8,00,00,00,00,00,00,50,E4,
80777776,00000125,false,Rx,1,8,19,10,1E,10,1B,10,90,B7,
80778776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,F9,00,00,
80779776,00000135,false,Rx,1,8,18,10,12,10,16,10,90,B3,
80779779,00000437,false,Rx,2,8,01,00,00,00,6C,02,0A,1E,
80781776,00000145,false,Rx,1,8,18,10,1A,10,16,10,90,9E,
80783776,00000155,false,Rx,1,8,19,10,18,10,09,10,90,97,
80785776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,90,4F,
80786776,00000085,false,Rx,1,8,C7,10,00,50,00,00,C0,7D,
80787776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80788776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,F4,00,00,
80789776,00000175,false,Rx,1,8,31,31,31,31,3D,00,90,E9,
80791776,00000126,false,Rx,1,8,11,10,16,10,12,10,90,3E,
80793776,00000136,false,Rx,1,8,10,10,12,10,0A,10,90,DC,
80793784,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,02,85,
80793792,0000041B,false,Rx,2,8,31,32,00,05,2F,75,02,63,
80793793,0000041C,false,Rx,2,8,F4,01,00,00,07,18,02,A9,
80793794,0000041D,false,Rx,2,8,45,25,10,27,00,02,02,65,
80793796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,02,A8,
80795776,00000146,false,Rx,1,8,15,10,16,10,18,10,90,1C,
80797776,00000166,false,Rx,1,8,E5,C0,00,00,00,00,90,67,
80798776,000003C3,false,Rx,0,6,00,09,00,00,00,05,00,00,
80799776,00000100,false,Rx,1,8,00,00,00,00,00,00,60,CB,
80799779,00000086,false,Rx,1,8,C7,10,00,50,00,00,C0,D2,
80801776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80803776,00000127,false,Rx,1,8,F8,0F,F8,0F,F4,0F,90,B1,
80805776,00000137,false,Rx,1,8,F5,0F,F5,0F,F4,0F,90,E1,
80807776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,90,DB,
80808776,000003C3,false,Rx,0,6,00,0A,00,00,00,01,00,00,
80809776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,90,C8,
80811776,00000176,false,Rx,1,8,32,32,32,32,3E,00,90,E3,
80812777,00000087,false,Rx,1,8,C7,10,00,50,00,00,C0,B7,
80813776,000003D2,false,Rx,0,6,04,09,00,00,00,6A,00,00,
80813777,00000167,false,Rx,1,8,77,BF,00,00,00,00,90,09,
80815776,00000177,false,Rx,1,8,32,32,31,31,40,00,90,C3,
80817776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80818776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F0,00,00,
80819776,00000106,false,Rx,1,8,00,00,00,00,00,00,60,88,
80821776,00000107,false,Rx,1,8,00,00,00,00,00,00,60,ED,
80823776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,40,22,
80825776,00000130,false,Rx,1,8,18,10,0F,10,15,10,40,6D,
80825779,00000080,false,Rx,1,8,C7,10,00,50,00,00,D0,5C,
80827776,00000140,false,Rx,1,8,17,10,17,10,18,10,40,77,
80828776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,E7,00,00,
80829776,00000160,false,Rx,1,8,31,C1,00,00,00,00,40,35,
80831776,00000111,false,Rx,1,8,11,00,00,00,00,00,00,00,
80833777,00000121,false,Rx,1,8,18,10,1A,10,16,10,A0,19,
80835776,00000131,false,Rx,1,8,16,10,13,10,15,10,A0,97,
80837776,00000141,false,Rx,1,8,16,10,19,10,16,10,A0,E2,
80838776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,F2,00,00,
80838778,00000081,false,Rx,1,8,C7,10,00,50,00,00,D0,39,
80839776,00000151,false,Rx,1,8,19,10,19,10,13,10,A0,29,
80841776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80843776,00000161,false,Rx,1,8,32,C1,00,00,00,00,A0,05,
80845776,00000171,false,Rx,1,8,32,32,32,32,3E,00,A0,8F,
80847776,00000122,false,Rx,1,8,0F,10,12,10,0D,10,A0,6E,
80848776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F1,00,00,
80849776,00000132,false,Rx,1,8,0A,10,0A,10,0F,10,A0,DE,
80851776,00000152,false,Rx,1,8,0B,10,0F,10,14,10,A0,80,
80851779,00000082,false,Rx,1,8,C7,10,00,50,00,00,D0,96,
80853776,00000172,false,Rx,1,8,31,32,31,32,3E,00,A0,79,
80855776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80857776,00000123,false,Rx,1,8,14,10,14,10,16,10,A0,7E,
80858776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,E5,00,00,
80859776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,A0,94,
80861776,00000153,false,Rx,1,8,1A,10,16,10,13,10,A0,78,
80863776,00000173,false,Rx,1,8,32,32,32,32,3F,00,A0,CA,
80864777,00000083,false,Rx,1,8,C7,10,00,50,00,00,D0,F3,
80865776,00000106,false,Rx,1,8,00,00,00,00,00,00,70,45,
80867776,00000107,false,Rx,1,8,00,00,00,00,00,00,70,20,
80868776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,FB,00,00,
80869776,00000105,false,Rx,1,8,00,00,00,00,00,00,70,EA,
80871776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80873777,00000102,false,Rx,1,8,00,00,00,00,00,00,70,CC,
80875776,00000103,false,Rx,1,8,00,00,00,00,00,00,70,A9,
80877776,00000101,false,Rx,1,8,00,00,00,00,00,00,70,63,
80877779,00000084,false,Rx,1,8,C7,10,00,50,00,00,D0,D5,
80878776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,E8,00,00,
80879776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,A0,72,
80879779,00000437,false,Rx,2,8,01,00,00,00,6C,02,0B,99,
80881776,00000135,false,Rx,1,8,18,10,10,10,18,10,A0,24,
80883776,00000145,false,Rx,1,8,1A,10,1A,10,16,10,A0,6E,
80885776,00000155,false,Rx,1,8,19,10,18,10,09,10,A0,DD,
80887776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,A0,05,
80888776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,ED,00,00,
80889776,00000175,false,Rx,1,8,31,31,31,31,3C,00,A0,2C,
80890777,00000085,false,Rx,1,8,C7,10,00,50,00,00,D0,B0,
80891776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
80893777,00000126,false,Rx,1,8,11,10,16,10,10,10,A0,77,
80893785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,03,02,
80893793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,03,E4,
80893794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,03,2E,
80893795,0000041D,false,Rx,2,8,45,25,10,27,00,02,03,E2,
80893797,0000041E,false,Rx,2,8,00,00,00,00,02,6C,03,2F,
80895776,00000136,false,Rx,1,8,10,10,12,10,0C,10,A0,93,
80897776,00000146,false,Rx,1,8,16,10,17,10,18,10,A0,DB,
80898776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,FB,00,00,
80899776,00000156,false,Rx,1,8,0E,10,14,10,14,10,A0,1A,
80901776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,A0,72,
80903776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
80903778,00000086,false,Rx,1,8,C7,10,00,50,00,00,D0,1F,
80905776,00000127,false,Rx,1,8,F8,0F,F9,0F,F4,0F,A0,91,
80907776,00000100,false,Rx,1,8,00,00,00,00,00,00,80,79,
80908776,000003C3,false,Rx,0,6,00,04,FF,FF,FF,F2,00,00,
80909776,00000137,false,Rx,1,8,F5,0F,F7,0F,F4,0F,A0,7F,
80911776,00000147,false,Rx,1,8,F6,0F,F2,0F,F7,0F,A0,91,
80913776,000003D2,false,Rx,0,6,04,0A,00,00,00,6A,00,00,
80913777,00000167,false,Rx,1,8,77,BF,00,00,00,00,A0,43,
80915776,00000176,false,Rx,1,8,32,32,32,32,3D,00,A0,25,
80916776,00000087,false,Rx,1,8,C7,10,00,50,00,00,D0,7A,
80917776,000001D7,false,Rx,1,8,22,22,22,22,22,22,29,92,
80918776,000003C3,false,Rx,0,6,00,05,FF,FF,FF,E6,00,00,
80919776,000001D5,false,Rx,1,8,22,22,22,22,22,22,29,92,
80921776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
80923776,000001D3,false,Rx,1,8,22,22,22,22,22,22,29,92,
80925776,000001D1,false,Rx,1,8,22,22,22,22,22,22,29,92,
80927776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,50,EF,
80928776,000003C3,false,Rx,0,6,00,06,FF,FF,FF,F0,00,00,
80929776,00000130,false,Rx,1,8,18,10,11,10,15,10,50,58,
80929779,00000080,false,Rx,1,8,C7,10,00,50,00,00,E0,16,
80931776,00000150,false,Rx,1,8,09,10,1E,10,1B,10,50,8D,
80933776,00000105,false,Rx,1,8,00,00,00,00,00,00,80,95,
80935776,00000102,false,Rx,1,8,00,00,00,00,00,00,80,B3,
80937776,00000103,false,Rx,1,8,00,00,00,00,00,00,80,D6,
80938776,000003C3,false,Rx,0,6,00,07,FF,FF,FF,E8,00,00,
80939776,00000121,false,Rx,1,8,18,10,1A,10,17,10,B0,5B,
80941776,00000151,false,Rx,1,8,17,10,19,10,13,10,B0,E5,
80942777,00000081,false,Rx,1,8,C7,10,00,50,00,00,E0,73,
80943776,00000101,false,Rx,1,8,00,00,00,00,00,00,80,1C,
80945776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
80947776,000001C6,false,Rx,1,8,22,22,22,22,25,22,42,22,
80948776,000003C3,false,Rx,0,6,00,08,FF,FF,FF,FB,00,00,
80949776,000001C7,false,Rx,1,8,22,22,22,22,25,22,42,22,
80951776,00000122,false,Rx,1,8,0F,10,12,10,0D,10,B0,A3,
80953777,000001C5,false,Rx,1,8,22,22,22,22,25,22,42,22,
80955776,000001D0,false,Rx,1,8,22,22,22,22,22,22,29,92,
80955778,00000082,false,Rx,1,8,C7,10,00,50,00,00,E0,DC,
80957776,000001C3,false,Rx,1,8,22,22,22,22,25,22,42,22,
80958776,000003C3,false,Rx,0,6,00,09,FF,FF,FF,F1,00,00,
80959776,00000113,false,Rx,1,8,11,00,00,00,00,00,00,00,
80961776,000001C2,false,Rx,1,8,22,22,22,22,25,22,42,22,
80963776,00000133,false,Rx,1,8,15,10,EC,0F,16,10,B0,59,
80965776,00000153,false,Rx,1,8,1A,10,16,10,13,10,B0,B5,
80967776,00000100,false,Rx,1,8,00,00,00,00,00,00,90,B4,
80968776,000003C3,false,Rx,0,6,00,0A,FF,FF,FF,EF,00,00,
80968777,00000083,false,Rx,1,8,C7,10,00,50,00,00,E0,B9,
80969776,00000173,false,Rx,1,8,32,32,32,32,40,00,B0,C9,
80971776,00000106,false,Rx,1,8,00,00,00,00,00,00,90,F7,
80973776,00000107,false,Rx,1,8,00,00,00,00,00,00,90,92,
80975776,00000105,false,Rx,1,8,00,00,00,00,00,00,90,58,
80977776,00000115,false,Rx,1,8,11,00,00,00,00,00,00,00,
80978776,000003C3,false,Rx,0,6,00,0B,FF,FF,FF,F8,00,00,
80979776,000001C0,false,Rx,1,8,22,22,22,22,25,22,42,22,
80979777,00000437,false,Rx,2,8,01,00,00,00,6C,02,0C,0C,
80981776,00000102,false,Rx,1,8,00,00,00,00,00,00,90,7E,
80981779,00000084,false,Rx,1,8,C7,10,00,50,00,00,E0,9F,
80983776,00000125,false,Rx,1,8,19,10,1E,10,1A,10,B0,BF,
80985776,00000135,false,Rx,1,8,18,10,10,10,18,10,B0,E9,
80987776,00000103,false,Rx,1,8,00,00,00,00,00,00,90,1B,
80988776,000003C3,false,Rx,0,6,00,0C,FF,FF,FF,EF,00,00,
80989776,00000145,false,Rx,1,8,1A,10,1B,10,15,10,B0,45,
80991776,00000101,false,Rx,1,8,00,00,00,00,00,00,90,D1,
80993776,00000155,false,Rx,1,8,19,10,18,10,09,10,B0,10,
80993785,0000041A,false,Rx,2,8,7E,0D,87,13,CB,CE,04,97,
80993793,0000041B,false,Rx,2,8,31,32,00,05,2F,75,04,71,
80993794,0000041C,false,Rx,2,8,F4,01,00,00,07,18,04,BB,
80993795,0000041D,false,Rx,2,8,45,25,10,27,00,02,04,77,
80993796,0000041E,false,Rx,2,8,00,00,00,00,02,6C,04,BA,
80994777,00000085,false,Rx,1,8,C7,10,00,50,00,00,E0,FA,
80995776,00000165,false,Rx,1,8,1F,C1,00,00,00,00,B0,C8,
80997776,00000175,false,Rx,1,8,31,31,31,31,3C,00,B0,E1,
80998776,000003C3,false,Rx,0,6,00,0D,FF,FF,FF,EB,00,00,
80999776,00000116,false,Rx,1,8,11,00,00,00,00,00,00,00,
81001776,00000117,false,Rx,1,8,11,00,00,00,00,00,00,00,
81003776,00000126,false,Rx,1,8,11,10,17,10,10,10,B0,D0,
81005776,00000136,false,Rx,1,8,10,10,12,10,0C,10,B0,5E,
81007776,00000146,false,Rx,1,8,16,10,16,10,18,10,B0,7C,
81007779,00000086,false,Rx,1,8,C7,10,00,50,00,00,E0,55,
81008776,000003C3,false,Rx,0,6,00,0E,FF,FF,FF,F9,00,00,
81009776,00000156,false,Rx,1,8,0E,10,13,10,16,10,B0,DF,
81011776,00000166,false,Rx,1,8,F8,C0,00,00,00,00,B0,BF,
81013776,00000100,false,Rx,1,8,00,00,00,00,00,00,A0,FE,
81013780,000003D2,false,Rx,0,6,04,0B,00,00,00,6A,00,00,
81015776,00000176,false,Rx,1,8,32,32,32,32,3D,00,B0,E8,
81017776,00000127,false,Rx,1,8,F8,0F,F8,0F,F4,0F,B0,36,
81018776,000003C3,false,Rx,0,6,00,0F,FF,FF,FF,ED,00,00,
81019776,00000137,false,Rx,1,8,F5,0F,F5,0F,F5,0F,B0,E9,
81020776,00000087,false,Rx,1,8,C7,10,00,50,00,00,E0,30,
81021776,00000110,false,Rx,1,8,11,00,00,00,00,00,00,00,
81023776,00000147,false,Rx,1,8,F4,0F,F2,0F,F7,0F,B0,E6,
81025776,00000157,false,Rx,1,8,F7,0F,F7,0F,F6,0F,B0,4F,
81027776,00000167,false,Rx,1,8,77,BF,00,00,00,00,B0,8E,
81028776,000003C3,false,Rx,0,6,00,00,FF,FF,FF,F8,00,00,
81029776,00000177,false,Rx,1,8,31,32,31,31,40,00,B0,A3,
81031776,00000120,false,Rx,1,8,15,10,1A,10,1A,10,60,A5,
81033777,00000140,false,Rx,1,8,17,10,17,10,18,10,60,F0,
81033780,00000080,false,Rx,1,8,C7,10,00,50,00,00,F0,DB,
81035776,00000160,false,Rx,1,8,31,C1,00,00,00,00,60,B2,
81037776,00000106,false,Rx,1,8,00,00,00,00,00,00,A0,BD,
81038776,000003C3,false,Rx,0,6,00,01,FF,FF,FF,EE,00,00,
81039776,00000121,false,Rx,1,8,18,10,1A,10,16,10,C0,8D,
81041776,00000141,false,Rx,1,8,16,10,19,10,15,10,C0,FA,
81043776,00000161,false,Rx,1,8,32,C1,00,00,00,00,C0,91,
81045776,00000101,false,Rx,1,8,00,00,00,00,00,00,A0,9B,
81046777,00000081,false,Rx,1,8,C7,10,00,50,00,00,00,C1,
81047776,00000112,false,Rx,1,8,11,00,00,00,00,00,00,00,
81048776,000003C3,false,Rx,0,6,00,02,FF,FF,FF,F6,00,00,
81049776,00000122,false,Rx,1,8,0F,10,12,10,0F,10,C0,F9,
81051777,00000132,false,Rx,1,8,0A,10,0A,10,0D,10,C0,49,
81053776,00000142,false,Rx,1,8,10,10,0F,10,0F,10,C0,1E,
81055776,00000152,false,Rx,1,8,0B,10,0F,10,13,10,C0,9E,
81057776,00000162,false,Rx,1,8,D1,C0,00,00,00,00,C0,8F,
81058776,000003C3,false,Rx,0,6,00,03,FF,FF,FF,E4,00,00,
81059776,00000171,false,Rx,1,8,32,32,32,32,3E,00,C0,1B,
